province_name,district_name,tambon_name,is_tambon,total_population,male,female,age_children,age_working,age_elderly
อุดรธานี,สร้างคอม,บ้านยวด,True,4227,2140,2087,646,3096,480
อุดรธานี,สร้างคอม,บ้านโคก,True,7507,3731,3776,1092,5525,875
อุดรธานี,สร้างคอม,นาสะอาด,True,2400,1221,1179,369,1725,303
อุดรธานี,สร้างคอม,บ้านหินโงม,True,4210,2116,2094,728,3097,383
อุดรธานี,หนองแสง,,False,22934,11471,11463,3401,16746,2718
อุดรธานี,หนองแสง,หนองแสง,True,4466,2231,2235,650,3251,553
อุดรธานี,หนองแสง,แสงสว่าง,True,3641,1816,1825,581,2637,411
อุดรธานี,หนองแสง,นาดี,True,6517,3271,3246,895,4838,779
อุดรธานี,หนองแสง,ทับกุง,True,8310,4153,4157,1275,6020,975
อุดรธานี,นายูง,,False,28393,14344,14049,4908,20855,2586
อุดรธานี,นายูง,นายูง,True,8424,4235,4189,1387,6244,783
อุดรธานี,นายูง,บ้านก้อง,True,6910,3461,3449,1148,5108,628
อุดรธานี,นายูง,นาแค,True,4829,2457,2372,877,3518,432
อุดรธานี,นายูง,โนนทอง,True,8230,4191,4039,1496,5985,743
อุดรธานี,พิบูลย์รักษ์,,False,24598,12155,12443,3553,18146,2847
อุดรธานี,พิบูลย์รักษ์,บ้านแดง,True,9189,4536,4653,1336,6729,1092
อุดรธานี,พิบูลย์รักษ์,นาทราย,True,8052,4026,4026,1140,5952,949
อุดรธานี,พิบูลย์รักษ์,ดอนกลอย,True,7357,3593,3764,1077,5465,806
อุดรธานี,กู่แก้ว,,False,21892,10963,10929,3010,16052,2784
อุดรธานี,กู่แก้ว,บ้านจีต,True,5625,2843,2782,803,4110,692
อุดรธานี,กู่แก้ว,โนนทองอินทร์,True,4685,2340,2345,669,3450,559
อุดรธานี,กู่แก้ว,ค้อใหญ่,True,3504,1716,1788,488,2570,444
อุดรธานี,กู่แก้ว,คอนสาย,True,8078,4064,4014,1050,5922,1089
อุดรธานี,ประจักษ์ศิลปาคม,,False,25234,12596,12638,3730,18537,2886
อุดรธานี,ประจักษ์ศิลปาคม,นาม่วง,True,10682,5333,5349,1629,7865,1137
อุดรธานี,ประจักษ์ศิลปาคม,ห้วยสามพาด,True,6902,3387,3515,946,5087,852
อุดรธานี,ประจักษ์ศิลปาคม,อุ่มจาน,True,7650,3876,3774,1155,5585,897
อุดรธานี,ประจักษ์ศิลปาคม,เทศบาลหนองหว้า,True,8213,4097,4116,1094,5929,1175
อุดรธานี,ประจักษ์ศิลปาคม,หนองหว้า,True,8213,4097,4116,1094,5929,1175
อุดรธานี,ประจักษ์ศิลปาคม,เทศบาลหัวนาคำ,True,11209,5663,5546,1711,8370,1117
อุดรธานี,ประจักษ์ศิลปาคม,หัวนาคำ,True,11023,5565,5458,1679,8235,1099
อุดรธานี,ประจักษ์ศิลปาคม,หนองนกเขียน,True,186,98,88,32,135,18
อุดรธานี,ประจักษ์ศิลปาคม,เทศบาลผาสุก,True,15618,7894,7724,2614,11506,1458
อุดรธานี,ประจักษ์ศิลปาคม,ผาสุก,True,15618,7894,7724,2614,11506,1458
อุดรธานี,ประจักษ์ศิลปาคม,เทศบาลโพนสูง,True,7479,3757,3722,1127,5591,752
อุดรธานี,ประจักษ์ศิลปาคม,โพนสูง,True,7479,3757,3722,1127,5591,752
อุดรธานี,ประจักษ์ศิลปาคม,เทศบาลจำปี,True,8092,4074,4018,1104,5852,1120
อุดรธานี,ประจักษ์ศิลปาคม,จำปี,True,8092,4074,4018,1104,5852,1120
อุดรธานี,ประจักษ์ศิลปาคม,เทศบาลสร้างคอม,True,7187,3514,3673,1019,5119,1031
อุดรธานี,ประจักษ์ศิลปาคม,สร้างคอม,True,7187,3514,3673,1019,5119,1031
อุดรธานี,ประจักษ์ศิลปาคม,เทศบาลบ้านธาตุ,True,16767,8201,8566,2482,12315,1890
อุดรธานี,ประจักษ์ศิลปาคม,บ้านธาตุ,True,16767,8201,8566,2482,12315,1890
อุดรธานี,ประจักษ์ศิลปาคม,เทศบาลเวียงคำ,True,10447,5157,5290,1471,7656,1297
อุดรธานี,ประจักษ์ศิลปาคม,เวียงคำ,True,10447,5157,5290,1471,7656,1297
อุดรธานี,ประจักษ์ศิลปาคม,เทศบาลลำพันชาด,True,5612,2798,2814,883,4170,548
อุดรธานี,ประจักษ์ศิลปาคม,วังสามหมอ,True,5612,2798,2814,883,4170,548
อุดรธานี,ประจักษ์ศิลปาคม,เทศบาลหนองไผ่,True,9387,4602,4785,1359,6876,1121
อุดรธานี,ประจักษ์ศิลปาคม,หนองไผ่,True,9387,4602,4785,1359,6876,1121
อุดรธานี,ประจักษ์ศิลปาคม,เทศบาลหนองไผ่,True,8846,4034,4812,1076,6621,1114
อุดรธานี,ประจักษ์ศิลปาคม,หนองไผ่,True,8846,4034,4812,1076,6621,1114
อุดรธานี,ประจักษ์ศิลปาคม,เทศบาลปะโค,True,11014,5431,5583,1454,7933,1609
อุดรธานี,ประจักษ์ศิลปาคม,ปะโค,True,11014,5431,5583,1454,7933,1609
อุดรธานี,ประจักษ์ศิลปาคม,เทศบาลแสงสว่าง,True,3954,1973,1981,587,2830,523
อุดรธานี,ประจักษ์ศิลปาคม,แสงสว่าง,True,3954,1973,1981,587,2830,523
อุดรธานี,ประจักษ์ศิลปาคม,เทศบาลเพ็ญ,True,2632,1292,1340,319,1850,435
อุดรธานี,ประจักษ์ศิลปาคม,เพ็ญ,True,2632,1292,1340,319,1850,435
อุดรธานี,ประจักษ์ศิลปาคม,เทศบาลน้ำโสม,True,8604,4198,4406,1422,6184,985
อุดรธานี,ประจักษ์ศิลปาคม,น้ำโสม,True,7642,3743,3899,1256,5509,864
อุดรธานี,ประจักษ์ศิลปาคม,ศรีสำราญ,True,962,455,507,166,675,121
อุดรธานี,ประจักษ์ศิลปาคม,เทศบาลนางัว,True,8753,4338,4415,1424,6185,1089
อุดรธานี,ประจักษ์ศิลปาคม,นางัว,True,4603,2263,2340,734,3260,562
อุดรธานี,ประจักษ์ศิลปาคม,ศรีสำราญ,True,4150,2075,2075,690,2925,527
อุดรธานี,ประจักษ์ศิลปาคม,เทศบาลบ้านผือ,True,7525,3615,3910,1065,5283,1121
อุดรธานี,ประจักษ์ศิลปาคม,บ้านผือ,True,7525,3615,3910,1065,5283,1121
อุดรธานี,เทศบาลเมืองบ้านดุง,,False,14792,7114,7678,2108,10586,1961
อุดรธานี,เทศบาลเมืองบ้านดุง,ศรีสุทโธ,True,13005,6286,6719,1832,9279,1762
อุดรธานี,เทศบาลเมืองบ้านดุง,บ้านดุง,True,1787,828,959,276,1307,199
อุดรธานี,เทศบาลเมืองบ้านดุง,เทศบาลวังสามหมอ,True,5807,2814,2993,847,4240,706
อุดรธานี,เทศบาลเมืองบ้านดุง,วังสามหมอ,True,5807,2814,2993,847,4240,706
อุดรธานี,เทศบาลเมืองบ้านดุง,เทศบาลศรีธาตุ,True,5335,2624,2711,690,3884,753
อุดรธานี,เทศบาลเมืองบ้านดุง,ศรีธาตุ,True,5335,2624,2711,690,3884,753
อุดรธานี,เทศบาลเมืองบ้านดุง,เทศบาลไชยวาน,True,8059,3913,4146,1082,5846,1113
อุดรธานี,เทศบาลเมืองบ้านดุง,ไชยวาน,True,8059,3913,4146,1082,5846,1113
อุดรธานี,เทศบาลเมืองบ้านดุง,เทศบาลทุ่งฝน,True,6960,3332,3628,949,4991,983
อุดรธานี,เทศบาลเมืองบ้านดุง,ทุ่งฝน,True,6960,3332,3628,949,4991,983
อุดรธานี,เทศบาลเมืองบ้านดุง,เทศบาลหนองหาน,True,3996,1888,2108,575,2661,717
อุดรธานี,เทศบาลเมืองบ้านดุง,หนองหาน,True,3996,1888,2108,575,2661,717
อุดรธานี,เทศบาลเมืองบ้านดุง,เทศบาลหนองเม็ก,True,8030,4010,4020,1143,5799,1057
อุดรธานี,เทศบาลเมืองบ้านดุง,หนองเม็ก,True,8030,4010,4020,1143,5799,1057
อุดรธานี,เทศบาลเมืองบ้านดุง,เทศบาลบ้านเชียง,True,5602,2779,2823,650,3980,940
อุดรธานี,เทศบาลเมืองบ้านดุง,บ้านเชียง,True,5602,2779,2823,650,3980,940
อุดรธานี,เทศบาลเมืองบ้านดุง,เทศบาลโนนสะอาด,True,4263,2065,2198,540,3017,687
อุดรธานี,เทศบาลเมืองบ้านดุง,โนนสะอาด,True,4263,2065,2198,540,3017,687
อุดรธานี,เทศบาลเมืองบ้านดุง,เทศบาลห้วยเกิ้ง,True,5046,2468,2578,711,3553,754
อุดรธานี,เทศบาลเมืองบ้านดุง,ห้วยเกิ้ง,True,5046,2468,2578,711,3553,754
อุดรธานี,เทศบาลเมืองบ้านดุง,เทศบาลพันดอน,True,5304,2517,2787,613,3582,1080
อุดรธานี,เทศบาลเมืองบ้านดุง,พันดอน,True,5304,2517,2787,613,3582,1080
อุดรธานี,เทศบาลเมืองบ้านดุง,เทศบาลกุมภวาปี,True,7729,3703,4026,936,5253,1446
อุดรธานี,เทศบาลเมืองบ้านดุง,กุมภวาปี,True,7729,3703,4026,936,5253,1446
อุดรธานี,เทศบาลเมืองบ้านดุง,เทศบาลภูผาแดง,True,7655,3713,3942,951,5512,1147
อุดรธานี,เทศบาลเมืองบ้านดุง,หนองอ้อ,True,3764,1853,1911,413,2718,620
อุดรธานี,เทศบาลเมืองบ้านดุง,โนนหวาย,True,3891,1860,2031,538,2794,527
อุดรธานี,เทศบาลเมืองบ้านดุง,เทศบาลหนองวัวซอ,True,9372,4569,4803,1291,6786,1246
อุดรธานี,เทศบาลเมืองบ้านดุง,หมากหญ้า,True,2724,1342,1382,379,1988,327
อุดรธานี,เทศบาลเมืองบ้านดุง,หนองวัวซอ,True,6648,3227,3421,912,4798,919
อุดรธานี,เทศบาลเมืองบ้านดุง,เทศบาลสร้างก่อ,True,3862,1918,1944,600,2824,430
อุดรธานี,เทศบาลเมืองบ้านดุง,สร้างก่อ,True,3862,1918,1944,600,2824,430
อุดรธานี,เทศบาลเมืองบ้านดุง,เทศบาลตาลเลียน,True,3662,1819,1843,589,2629,436
อุดรธานี,เทศบาลเมืองบ้านดุง,ตาลเลียน,True,3662,1819,1843,589,2629,436
อุดรธานี,เทศบาลเมืองบ้านดุง,เทศบาลเชียงเพ็ง,True,3981,1968,2013,521,2908,548
อุดรธานี,เทศบาลเมืองบ้านดุง,เชียงเพ็ง,True,3981,1968,2013,521,2908,548
อุดรธานี,เทศบาลเมืองบ้านดุง,เทศบาลกุดจับ,True,9932,4797,5135,1351,7012,1517
อุดรธานี,เทศบาลเมืองบ้านดุง,กุดจับ,True,2926,1381,1545,401,2049,471
อุดรธานี,เทศบาลเมืองบ้านดุง,เมืองเพีย,True,7006,3416,3590,950,4963,1046
อุดรธานี,เทศบาลเมืองบ้านดุง,เทศบาลหนองบัว,True,33412,15766,17646,4275,24129,4335
อุดรธานี,เทศบาลเมืองบ้านดุง,หนองบัว,True,18175,8583,9592,2167,13026,2508
อุดรธานี,เทศบาลเมืองบ้านดุง,หนองนาคำ,True,8903,4310,4593,1297,6537,956
อุดรธานี,เทศบาลเมืองบ้านดุง,สามพร้าว,True,1661,767,894,185,1255,201
อุดรธานี,เทศบาลเมืองบ้านดุง,หนองขอนกว้าง,True,4673,2106,2567,626,3311,670
อุดรธานี,เทศบาลเมืองหนองสำโรง,,False,30479,14551,15928,3917,21977,4056
อุดรธานี,เทศบาลเมืองหนองสำโรง,หมูม่น,True,10642,5486,5156,1334,7619,1331
อุดรธานี,เทศบาลเมืองหนองสำโรง,นาดี,True,2450,1137,1313,354,1753,325
อุดรธานี,เทศบาลเมืองหนองสำโรง,บ้านเลื่อม,True,17368,7919,9449,2226,12591,2399
อุดรธานี,เทศบาลเมืองหนองสำโรง,เชียงพิณ,True,19,9,10,3,14,1
อุดรธานี,เทศบาลเมืองหนองสำโรง,เทศบาลบ้านจั่น,True,7146,3245,3901,946,5011,1107
อุดรธานี,เทศบาลเมืองหนองสำโรง,บ้านจั่น,True,6873,3122,3751,911,4831,1050
อุดรธานี,เทศบาลเมืองหนองสำโรง,หนองขอนกว้าง,True,273,123,150,35,180,57
อุดรธานี,เทศบาลเมืองโนนสูง-น้ำคำ,,False,8387,4521,3866,930,6050,1253
อุดรธานี,เทศบาลเมืองโนนสูง-น้ำคำ,โนนสูง,True,8387,4521,3866,930,6050,1253
อุดรธานี,เทศบาลเมืองโนนสูง-น้ำคำ,เทศบาลนิคมสงเคราะห์,True,3657,1762,1895,491,2668,472
อุดรธานี,เทศบาลเมืองโนนสูง-น้ำคำ,นิคมสงเคราะห์,True,1068,516,552,147,765,143
อุดรธานี,เทศบาลเมืองโนนสูง-น้ำคำ,โคกสะอาด,True,2589,1246,1343,344,1903,329
อุดรธานี,เทศบาลเมืองโนนสูง-น้ำคำ,เทศบาลนาข่า,True,6326,3055,3271,826,4691,786
อุดรธานี,เทศบาลเมืองโนนสูง-น้ำคำ,นาข่า,True,6326,3055,3271,826,4691,786
อุดรธานี,เทศบาลนครอุดรธานี,,False,113960,54099,59861,15033,75161,17758
อุดรธานี,เทศบาลนครอุดรธานี,หมากแข้ง,True,113960,54099,59861,15033,75161,17758
เชียงราย,เมืองเชียงราย,,False,109617,52453,57164,14822,71912,16566
เชียงราย,เมืองเชียงราย,รอบเวียง,True,4934,2318,2616,703,3164,561
เชียงราย,เมืองเชียงราย,บ้านดู่,True,877,424,453,6,0,0
เชียงราย,เมืองเชียงราย,นางแล,True,26,12,14,0,0,0
เชียงราย,เมืองเชียงราย,แม่ข้าวต้ม,True,12891,6160,6731,1633,8323,2182
เชียงราย,เมืองเชียงราย,สันทราย,True,10412,4826,5586,1334,7121,1845
เชียงราย,เมืองเชียงราย,แม่กรณ์,True,7183,3459,3724,1021,4395,1135
เชียงราย,เมืองเชียงราย,ห้วยชมภู,True,12344,6241,6103,2590,7354,1022
เชียงราย,เมืองเชียงราย,ห้วยสัก,True,17116,8352,8764,1939,11618,3292
เชียงราย,เมืองเชียงราย,ริมกก,True,5371,2508,2863,708,3602,937
เชียงราย,เมืองเชียงราย,ดอยลาน,True,10232,4924,5308,1206,7118,1828
เชียงราย,เมืองเชียงราย,ท่าสาย,True,11190,5254,5936,1543,7791,1579
เชียงราย,เมืองเชียงราย,ดอยฮาง,True,5195,2638,2557,750,3252,581
เชียงราย,เมืองเชียงราย,ท่าสุด,True,11846,5337,6509,1389,8174,1604
เชียงราย,เวียงชัย,,False,38701,18740,19961,4527,26918,6943
เชียงราย,เวียงชัย,เวียงชัย,True,8648,4066,4582,1054,6028,1429
เชียงราย,เวียงชัย,ผางาม,True,8914,4442,4472,1094,6193,1592
เชียงราย,เวียงชัย,เวียงเหนือ,True,6721,3194,3527,738,4552,1391
เชียงราย,เวียงชัย,ดอนศิลา,True,9709,4773,4936,1126,6895,1621
เชียงราย,เวียงชัย,เมืองชุม,True,4709,2265,2444,515,3250,910
เชียงราย,เชียงของ,,False,24935,12246,12689,3592,16604,3646
เชียงราย,เชียงของ,เวียง,True,41,30,11,0,3,0
เชียงราย,เชียงของ,สถาน,True,9004,4332,4672,1073,6183,1682
เชียงราย,เชียงของ,ศรีดอนชัย,True,8681,4335,4346,1053,6059,1420
เชียงราย,เชียงของ,ริมโขง,True,7209,3549,3660,1466,4359,544
เชียงราย,เทิง,,False,73794,36422,37372,10078,50375,11830
เชียงราย,เทิง,เวียง,True,10654,5255,5399,1189,7557,1739
เชียงราย,เทิง,งิ้ว,True,11297,5471,5826,1254,7865,2160
เชียงราย,เทิง,ปล้อง,True,4130,2087,2043,440,2956,728
เชียงราย,เทิง,แม่ลอย,True,6399,3138,3261,671,4512,1206
เชียงราย,เทิง,เชียงเคี่ยน,True,4133,2025,2108,429,2847,836
เชียงราย,เทิง,ตับเต่า,True,15479,7796,7683,3666,9418,1192
เชียงราย,เทิง,หงาว,True,9150,4462,4688,927,6425,1737
เชียงราย,เทิง,สันทรายงาม,True,4106,2036,2070,524,2877,698
เชียงราย,เทิง,ศรีดอนไชย,True,4389,2152,2237,475,3101,800
เชียงราย,เทิง,หนองแรด,True,4057,2000,2057,503,2817,734
เชียงราย,พาน,,False,108643,52555,56088,10786,73349,22773
เชียงราย,พาน,สันมะเค็ด,True,9718,4690,5028,1061,6717,1922
เชียงราย,พาน,แม่อ้อ,True,8761,4330,4431,828,6173,1735
เชียงราย,พาน,ธารทอง,True,6122,3023,3099,656,4220,1215
เชียงราย,พาน,สันติสุข,True,4899,2333,2566,485,3307,1082
เชียงราย,พาน,ดอยงาม,True,5925,2886,3039,581,4140,1189
เชียงราย,พาน,หัวง้ม,True,6412,3078,3334,672,4284,1435
เชียงราย,พาน,เจริญเมือง,True,7979,3893,4086,855,5550,1541
เชียงราย,พาน,ป่าหุ่ง,True,9774,4689,5085,855,6108,1781
เชียงราย,พาน,ม่วงคำ,True,7644,3666,3978,660,5142,1817
เชียงราย,พาน,ทรายขาว,True,9245,4478,4767,967,6276,1966
เชียงราย,พาน,สันกลาง,True,8258,4012,4246,957,5452,1729
เชียงราย,พาน,แม่เย็น,True,5149,2465,2684,513,3425,1160
เชียงราย,พาน,เมืองพาน,True,9934,4734,5200,815,6625,2214
เชียงราย,พาน,ทานตะวัน,True,5611,2695,2916,534,3638,1422
เชียงราย,พาน,เวียงห้าว,True,3212,1583,1629,347,2292,565
เชียงราย,ป่าแดด,,False,11586,5714,5872,1395,8091,2064
เชียงราย,ป่าแดด,ป่าแดด,True,8,6,2,0,0,0
เชียงราย,ป่าแดด,สันมะค่า,True,5092,2524,2568,635,3595,846
เชียงราย,ป่าแดด,โรงช้าง,True,4565,2243,2322,550,3121,886
เชียงราย,ป่าแดด,ศรีโพธิ์เงิน,True,1921,941,980,210,1375,332
เชียงราย,แม่จัน,,False,69881,33649,36232,9273,40933,9708
เชียงราย,แม่จัน,แม่จัน,True,7090,3436,3654,936,4459,1067
เชียงราย,แม่จัน,แม่คำ,True,5440,2606,2834,608,3537,1164
เชียงราย,แม่จัน,สันทราย,True,2498,1216,1282,282,1615,494
เชียงราย,แม่จัน,ท่าข้าวเปลือก,True,7920,3862,4058,859,4970,1307
เชียงราย,แม่จัน,ป่าตึง,True,26356,12817,13539,4003,14099,2379
เชียงราย,แม่จัน,แม่ไร่,True,10658,4986,5672,1517,6038,1324
เชียงราย,แม่จัน,ศรีค้ำ,True,6268,2959,3309,720,3796,1120
เชียงราย,แม่จัน,จอมสวรรค์,True,3651,1767,1884,348,2419,853
เชียงราย,เชียงแสน,,False,49340,24047,25293,6146,29276,6979
เชียงราย,เชียงแสน,เวียง,True,8475,4066,4409,980,4300,795
เชียงราย,เชียงแสน,ป่าสัก,True,7766,3689,4077,753,4851,1471
เชียงราย,เชียงแสน,บ้านแซว,True,11977,5989,5988,1706,6708,1310
เชียงราย,เชียงแสน,ศรีดอนมูล,True,7480,3555,3925,831,4718,1392
เชียงราย,เชียงแสน,แม่เงิน,True,8562,4285,4277,1270,5494,1215
เชียงราย,เชียงแสน,โยนก,True,5080,2463,2617,606,3205,796
เชียงราย,แม่สาย,,False,76840,36163,40677,7666,32106,7137
เชียงราย,แม่สาย,แม่สาย,True,15650,7130,8520,1766,6457,1031
เชียงราย,แม่สาย,ห้วยไคร้,True,3207,1566,1641,280,1418,427
เชียงราย,แม่สาย,เกาะช้าง,True,13465,6473,6992,1327,6167,1703
เชียงราย,แม่สาย,โป่งผา,True,21622,10112,11510,2041,6972,1267
เชียงราย,แม่สาย,ศรีเมืองชุม,True,6285,2955,3330,642,3240,824
เชียงราย,แม่สาย,เวียงพางคำ,True,147,84,63,0,0,0
เชียงราย,แม่สาย,บ้านด้าย,True,3690,1750,1940,378,2445,750
เชียงราย,แม่สาย,โป่งงาม,True,12774,6093,6681,1232,5407,1135
เชียงราย,แม่สรวย,,False,78923,39608,39315,13667,49536,9451
เชียงราย,แม่สรวย,แม่สรวย,True,7261,3603,3658,1064,4558,1180
เชียงราย,แม่สรวย,ป่าแดด,True,12353,6058,6295,2148,7611,1681
เชียงราย,แม่สรวย,แม่พริก,True,5430,2692,2738,583,3686,1134
เชียงราย,แม่สรวย,ศรีถ้อย,True,6603,3356,3247,1177,4351,803
เชียงราย,แม่สรวย,ท่าก๊อ,True,18387,9221,9166,2916,11642,2332
เชียงราย,แม่สรวย,วาวี,True,26724,13619,13105,5497,16226,1956
เชียงราย,แม่สรวย,เจดีย์หลวง,True,2165,1059,1106,282,1462,365
เชียงราย,เวียงป่าเป้า,,False,60459,29852,30607,8316,39156,9998
เชียงราย,เวียงป่าเป้า,สันสลี,True,9628,4796,4832,1674,6335,1335
เชียงราย,เวียงป่าเป้า,เวียง,True,13121,6605,6516,2305,7186,1270
เชียงราย,เวียงป่าเป้า,บ้านโป่ง,True,5210,2572,2638,709,3490,930
เชียงราย,เวียงป่าเป้า,ป่างิ้ว,True,8358,4054,4304,903,5613,1776
เชียงราย,เวียงป่าเป้า,เวียงกาหลง,True,8781,4272,4509,875,5874,1956
เชียงราย,เวียงป่าเป้า,แม่เจดีย์,True,6098,3008,3090,623,4232,1199
เชียงราย,เวียงป่าเป้า,แม่เจดีย์ใหม่,True,9263,4545,4718,1227,6426,1532
เชียงราย,พญาเม็งราย,,False,27248,13476,13772,3994,18896,3906
เชียงราย,พญาเม็งราย,แม่เปา,True,11399,5726,5673,1876,7664,1526
เชียงราย,พญาเม็งราย,แม่ต๋ำ,True,4781,2310,2471,557,3418,795
เชียงราย,พญาเม็งราย,เม็งราย,True,6355,3102,3253,817,4547,982
เชียงราย,พญาเม็งราย,ตาดควัน,True,4713,2338,2375,744,3267,603
เชียงราย,เวียงแก่น,,False,38239,19264,18975,8691,22602,3187
เชียงราย,เวียงแก่น,ม่วงยาย,True,8647,4401,4246,1800,5108,777
เชียงราย,เวียงแก่น,ปอ,True,19282,9785,9497,4811,10871,1303
เชียงราย,เวียงแก่น,หล่ายงาว,True,3660,1755,1905,541,2505,490
เชียงราย,เวียงแก่น,ท่าข้าม,True,6650,3323,3327,1539,4118,617
เชียงราย,ขุนตาล,,False,13881,6781,7100,1480,9706,2617
เชียงราย,ขุนตาล,ต้า,True,6355,3114,3241,709,4530,1098
เชียงราย,ขุนตาล,ป่าตาล,True,7526,3667,3859,771,5176,1519
เชียงราย,แม่ฟ้าหลวง,,False,77785,38716,39069,13948,39299,3918
เชียงราย,แม่ฟ้าหลวง,เทอดไทย,True,24211,12051,12160,4818,11530,1108
เชียงราย,แม่ฟ้าหลวง,แม่สลองใน,True,25692,12878,12814,5184,14245,1487
เชียงราย,แม่ฟ้าหลวง,แม่สลองนอก,True,14917,7404,7513,2227,6968,554
เชียงราย,แม่ฟ้าหลวง,แม่ฟ้าหลวง,True,12965,6383,6582,1719,6556,769
เชียงราย,แม่ลาว,,False,24332,11707,12625,2651,16607,4778
เชียงราย,แม่ลาว,ดงมะดะ,True,7204,3448,3756,795,4973,1381
เชียงราย,แม่ลาว,จอมหมอกแก้ว,True,5051,2496,2555,547,3407,1055
เชียงราย,แม่ลาว,บัวสลี,True,4369,2058,2311,481,2940,917
เชียงราย,แม่ลาว,ป่าก่อดำ,True,3108,1479,1629,322,2076,608
เชียงราย,แม่ลาว,โป่งแพร่,True,4600,2226,2374,506,3211,817
เชียงราย,เวียงเชียงรุ้ง,,False,23646,11623,12023,3049,16459,4021
เชียงราย,เวียงเชียงรุ้ง,ทุ่งก่อ,True,6605,3208,3397,772,4556,1233
เชียงราย,เวียงเชียงรุ้ง,ดงมหาวัน,True,7470,3674,3796,1191,5122,1092
เชียงราย,เวียงเชียงรุ้ง,ป่าซาง,True,9571,4741,4830,1086,6781,1696
เชียงราย,ดอยหลวง,,False,18489,9236,9253,2459,12881,2833
เชียงราย,ดอยหลวง,ปงน้อย,True,5715,2865,2850,750,4010,885
เชียงราย,ดอยหลวง,โชคชัย,True,8219,4135,4084,1129,5703,1251
เชียงราย,ดอยหลวง,หนองป่าก่อ,True,4555,2236,2319,580,3168,697
เชียงราย,ดอยหลวง,เทศบาลแม่ยาว,True,22092,10906,11186,3371,11936,2492
เชียงราย,ดอยหลวง,แม่ยาว,True,22092,10906,11186,3371,11936,2492
เชียงราย,ดอยหลวง,เทศบาลห้วยซ้อ,True,12065,6002,6063,1407,8349,1926
เชียงราย,ดอยหลวง,ห้วยซ้อ,True,12065,6002,6063,1407,8349,1926
เชียงราย,ดอยหลวง,เทศบาลไม้ยา,True,10334,5150,5184,1117,7400,1780
เชียงราย,ดอยหลวง,ไม้ยา,True,10334,5150,5184,1117,7400,1780
เชียงราย,ดอยหลวง,เทศบาลครึ่ง,True,6139,3049,3090,563,4314,1215
เชียงราย,ดอยหลวง,ครึ่ง,True,6139,3049,3090,563,4314,1215
เชียงราย,ดอยหลวง,เทศบาลป่าอ้อดอนชัย,True,11590,5475,6115,1512,7691,2071
เชียงราย,ดอยหลวง,ป่าอ้อดอนชัย,True,11590,5475,6115,1512,7691,2071
เชียงราย,ดอยหลวง,เทศบาลยางฮอม,True,10634,5176,5458,1215,7344,1971
เชียงราย,ดอยหลวง,ยางฮอม,True,10634,5176,5458,1215,7344,1971
เชียงราย,ดอยหลวง,เทศบาลเวียง,True,9886,4870,5016,2045,6208,1037
เชียงราย,ดอยหลวง,เวียง,True,9886,4870,5016,2045,6208,1037
เชียงราย,ดอยหลวง,เทศบาลนางแล,True,12792,6077,6715,1608,7995,1802
เชียงราย,ดอยหลวง,นางแล,True,12792,6077,6715,1608,7995,1802
เชียงราย,ดอยหลวง,เทศบาลป่าซาง,True,11534,5410,6124,1340,6834,1951
เชียงราย,ดอยหลวง,ป่าซาง,True,11534,5410,6124,1340,6834,1951
เชียงราย,ดอยหลวง,เทศบาลเวียงพางคำ,True,23182,10792,12390,2314,7343,965
เชียงราย,ดอยหลวง,เวียงพางคำ,True,23182,10792,12390,2314,7343,965
เชียงราย,ดอยหลวง,เทศบาลบ้านดู่,True,22494,10403,12091,3090,14307,2773
เชียงราย,ดอยหลวง,บ้านดู่,True,22494,10403,12091,3090,14307,2773
เชียงราย,ดอยหลวง,เทศบาลบ้านเหล่า,True,3869,1914,1955,506,2567,789
เชียงราย,ดอยหลวง,ทุ่งก่อ,True,3462,1707,1755,447,2286,723
เชียงราย,ดอยหลวง,ดงมหาวัน,True,407,207,200,59,281,66
เชียงราย,ดอยหลวง,เทศบาลแม่ลาว,True,1745,828,917,179,1130,424
เชียงราย,ดอยหลวง,ดงมะดะ,True,1745,828,917,179,1130,424
เชียงราย,ดอยหลวง,เทศบาลป่าก่อดำ,True,4159,1960,2199,443,2835,841
เชียงราย,ดอยหลวง,จอมหมอกแก้ว,True,835,395,440,78,570,181
เชียงราย,ดอยหลวง,ป่าก่อดำ,True,3324,1565,1759,365,2265,660
เชียงราย,ดอยหลวง,เทศบาลบ้านต้า,True,5829,2791,3038,572,4096,1137
เชียงราย,ดอยหลวง,ต้า,True,5829,2791,3038,572,4096,1137
เชียงราย,ดอยหลวง,เทศบาลพญาเม็งราย,True,4039,1939,2100,437,2859,644
เชียงราย,ดอยหลวง,แม่เปา,True,720,340,380,82,512,121
เชียงราย,ดอยหลวง,เม็งราย,True,3319,1599,1720,355,2347,523
เชียงราย,ดอยหลวง,เทศบาลเวียงป่าเป้า,True,4112,1875,2237,440,2572,1018
เชียงราย,ดอยหลวง,เวียง,True,4112,1875,2237,440,2572,1018
เชียงราย,ดอยหลวง,เทศบาลแม่ขะจาน,True,2788,1301,1487,252,1857,663
เชียงราย,ดอยหลวง,แม่เจดีย์,True,2788,1301,1487,252,1857,663
เชียงราย,ดอยหลวง,เทศบาลเจดีย์หลวง,True,4596,2252,2344,564,3100,887
เชียงราย,ดอยหลวง,เจดีย์หลวง,True,4596,2252,2344,564,3100,887
